Index,AVIF,PNG
0136,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flareon.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/flareon.png
0137,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/porygon.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon.png
0138,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/omanyte.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/omanyte.png
0139,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/omastar.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/omastar.png
0140,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kabuto.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/kabuto.png
0141,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kabutops.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/kabutops.png
0142,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aerodactyl.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/aerodactyl.png
0142,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aerodactyl-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/aerodactyl-mega.png
0143,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/snorlax.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/snorlax.png
0144,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/articuno.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/articuno.png
0144,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/articuno-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/articuno-galarian.png
0145,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zapdos.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/zapdos.png
0145,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zapdos-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/zapdos-galarian.png
0146,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/moltres.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/moltres.png
0146,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/moltres-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/moltres-galarian.png
0147,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dratini.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/dratini.png
0148,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dragonair.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonair.png
0149,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dragonite.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonite.png
0149,,
0150,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mewtwo.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo.png
0150,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mewtwo-mega-x.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-x.png
0150,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mewtwo-mega-y.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-y.png
0151,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mew.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mew.png
0152,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chikorita.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/chikorita.png
0153,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bayleef.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/bayleef.png
0154,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meganium.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/meganium.png
0155,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cyndaquil.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyndaquil.png
0156,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/quilava.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/quilava.png
0157,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/typhlosion.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion.png
0157,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/typhlosion-hisuian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion-hisuian.png
0158,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/totodile.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/totodile.png
0159,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/croconaw.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/croconaw.png
0160,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/feraligatr.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/feraligatr.png
0161,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sentret.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/sentret.png
0162,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/furret.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/furret.png
0163,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hoothoot.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoothoot.png
0164,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/noctowl.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/noctowl.png
0165,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ledyba.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ledyba.png
0166,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ledian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ledian.png
0167,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spinarak.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/spinarak.png
0168,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ariados.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ariados.png
0169,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/crobat.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/crobat.png
0170,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chinchou.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/chinchou.png
0171,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lanturn.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/lanturn.png
0172,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pichu.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/pichu.png
0173,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cleffa.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/cleffa.png
0174,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/igglybuff.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/igglybuff.png
0175,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/togepi.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/togepi.png
0176,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/togetic.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/togetic.png
0177,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/natu.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/natu.png
0178,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/xatu.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/xatu.png
0179,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mareep.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mareep.png
0180,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flaaffy.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/flaaffy.png
0181,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ampharos.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos.png
0181,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ampharos-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos-mega.png
0182,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bellossom.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellossom.png
0183,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/marill.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/marill.png
0184,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/azumarill.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/azumarill.png
0185,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sudowoodo.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/sudowoodo.png
0186,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/politoed.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/politoed.png
0187,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hoppip.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoppip.png
0188,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skiploom.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/skiploom.png
0189,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jumpluff.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/jumpluff.png
0190,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aipom.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/aipom.png
0191,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sunkern.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/sunkern.png
0192,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sunflora.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/sunflora.png
0193,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/yanma.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/yanma.png
0194,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wooper.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper.png
0194,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wooper-paldean.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper-paldean.png
0195,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/quagsire.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/quagsire.png
0196,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/espeon.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/espeon.png
0197,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/umbreon.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/umbreon.png
0198,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/murkrow.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/murkrow.png
0199,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slowking.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking.png
0199,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slowking-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking-galarian.png
0200,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/misdreavus.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/misdreavus.png
0201,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/unown.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/unown.png
0202,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wobbuffet.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/wobbuffet.png
0203,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/girafarig.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/girafarig.png
0204,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pineco.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/pineco.png
0205,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/forretress.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/forretress.png
0206,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dunsparce.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/dunsparce.png
0207,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gligar.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/gligar.png
0208,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/steelix.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix.png
0208,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/steelix-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix-mega.png
0209,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/snubbull.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/snubbull.png
0210,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/granbull.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/granbull.png
0211,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/qwilfish.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish.png
0211,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/qwilfish-hisuian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish-hisuian.png
0212,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scizor.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor.png
0212,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scizor-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor-mega.png
0213,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shuckle.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/shuckle.png
0214,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/heracross.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross.png
0214,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/heracross-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross-mega.png
0215,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sneasel.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel.png
0215,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sneasel-hisuian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel-hisuian.png
0216,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/teddiursa.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/teddiursa.png
0217,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ursaring.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaring.png
0218,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slugma.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/slugma.png
0219,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magcargo.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/magcargo.png
0220,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swinub.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/swinub.png
0221,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/piloswine.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/piloswine.png
0222,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/corsola.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola.png
0222,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/corsola-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola-galarian.png
0223,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/remoraid.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/remoraid.png
0224,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/octillery.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/octillery.png
0225,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/delibird.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/delibird.png
0226,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mantine.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mantine.png
0227,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skarmory.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/skarmory.png
0228,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/houndour.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndour.png
0229,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/houndoom.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom.png
0229,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/houndoom-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom-mega.png
0230,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kingdra.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingdra.png
0231,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/phanpy.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/phanpy.png
0232,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/donphan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/donphan.png
0233,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/porygon2.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon2.png
0234,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stantler.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/stantler.png
0235,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/smeargle.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/smeargle.png
0236,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tyrogue.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrogue.png
0237,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hitmontop.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmontop.png
0238,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/smoochum.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoochum.png
0239,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/elekid.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/elekid.png
0240,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magby.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/magby.png
0241,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/miltank.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/miltank.png
0242,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blissey.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/blissey.png
0243,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/raikou.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/raikou.png
0244,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/entei.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/entei.png
0245,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/suicune.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/suicune.png
0246,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/larvitar.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/larvitar.png
0247,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pupitar.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/pupitar.png
0248,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tyranitar.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar.png
0248,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tyranitar-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar-mega.png
0249,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lugia.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/lugia.png
0250,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ho-oh.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ho-oh.png
0251,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/celebi.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/celebi.png
0252,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/treecko.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/treecko.png
0253,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grovyle.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/grovyle.png
0254,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sceptile.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/sceptile.png
0254,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sceptile-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/sceptile-mega.png
0255,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/torchic.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/torchic.png
0256,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/combusken.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/combusken.png
0257,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blaziken.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/blaziken.png
0257,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blaziken-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/blaziken-mega.png
0258,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mudkip.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mudkip.png
0259,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/marshtomp.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/marshtomp.png
0260,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swampert.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/swampert.png
0260,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swampert-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/swampert-mega.png
0261,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/poochyena.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/poochyena.png
0262,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mightyena.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mightyena.png
0263,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zigzagoon.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/zigzagoon.png
0263,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zigzagoon-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/zigzagoon-galarian.png
0264,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/linoone.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/linoone.png
0264,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/linoone-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/linoone-galarian.png
0265,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wurmple.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/wurmple.png
0266,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/silcoon.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/silcoon.png
0267,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/beautifly.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/beautifly.png
0268,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cascoon.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/cascoon.png
0269,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dustox.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/dustox.png
0270,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lotad.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/lotad.png
0271,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lombre.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/lombre.png
0272,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ludicolo.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ludicolo.png
0273,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/seedot.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/seedot.png
0274,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nuzleaf.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/nuzleaf.png
0275,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shiftry.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/shiftry.png
0276,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/taillow.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/taillow.png
0277,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swellow.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/swellow.png
0278,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wingull.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/wingull.png
0279,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pelipper.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/pelipper.png
0280,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ralts.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ralts.png
0281,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kirlia.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/kirlia.png
0282,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gardevoir.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir.png
0282,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gardevoir-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir-mega.png
0283,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/surskit.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/surskit.png
0284,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/masquerain.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/masquerain.png
0285,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shroomish.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroomish.png
0286,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/breloom.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/breloom.png
0287,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slakoth.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/slakoth.png
0288,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vigoroth.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/vigoroth.png
0289,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slaking.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/slaking.png
0290,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nincada.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/nincada.png
0291,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ninjask.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninjask.png
0292,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shedinja.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/shedinja.png
0293,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/whismur.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/whismur.png
0294,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/loudred.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/loudred.png
0295,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/exploud.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/exploud.png
0296,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/makuhita.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/makuhita.png
